PROVINCIA,LOCALIDAD,CENTRO,RÉGIMEN,GRADO,FAMILIA,CICLO,TURNO,
ALACANT,VILA JOIOSA (LA),IES MARCOS ZARAGOZA,Público,BÁSICO,ADMINISTRACIÓN Y GESTIÓN,SERVICIOS ADMINISTRATIVOS (LFP),Diurno,1
ALACANT,VILA JOIOSA (LA),IES MARCOS ZARAGOZA,Público,BÁSICO,ELECTRICIDAD Y ELECTRÓNICA,ELECTRICIDAD Y ELECTRÓNICA (LFP),Diurno,1
ALACANT,VILA JOIOSA (LA),IES MARCOS ZARAGOZA,Público,BÁSICO,INFORMÁTICA Y COMUNICACIONES,INFORMÁTICA DE OFICINA (LFP),Diurno,1
ALACANT,VILA JOIOSA (LA),IES MARCOS ZARAGOZA,Público,MEDIO,ADMINISTRACIÓN Y GESTIÓN,GESTIÓN ADMINISTRATIVA (LFP),Diurno,1
ALACANT,VILA JOIOSA (LA),IES MARCOS ZARAGOZA,Público,MEDIO,ADMINISTRACIÓN Y GESTIÓN,GESTIÓN ADMINISTRATIVA (LFP),Semipresencial,1
ALACANT,VILA JOIOSA (LA),IES MARCOS ZARAGOZA,Público,MEDIO,ELECTRICIDAD Y ELECTRÓNICA,INSTALACIONES DE TELECOMUNICACIONES (LFP),Diurno,1
ALACANT,VILA JOIOSA (LA),IES MARCOS ZARAGOZA,Público,MEDIO,ELECTRICIDAD Y ELECTRÓNICA,INSTALACIONES ELÉCTRICAS Y AUTOMÁTICAS (LFP),Diurno,1
ALACANT,VILA JOIOSA (LA),IES MARCOS ZARAGOZA,Público,MEDIO,ELECTRICIDAD Y ELECTRÓNICA,INSTALACIONES ELÉCTRICAS Y AUTOMÁTICAS (LFP),Semipresencial,1
ALACANT,VILA JOIOSA (LA),IES MARCOS ZARAGOZA,Público,MEDIO,INFORMÁTICA Y COMUNICACIONES,SISTEMAS MICROINFORMÁTICOS Y REDES (LFP),Diurno,1
ALACANT,VILA JOIOSA (LA),IES MARCOS ZARAGOZA,Público,MEDIO,INFORMÁTICA Y COMUNICACIONES,SISTEMAS MICROINFORMÁTICOS Y REDES (LFP),Semipresencial,1
ALACANT,VILA JOIOSA (LA),IES MARCOS ZARAGOZA,Público,SUPERIOR,ADMINISTRACIÓN Y GESTIÓN,ADMINISTRACIÓN Y FINANZAS (LFP),Diurno,1
ALACANT,VILA JOIOSA (LA),IES MARCOS ZARAGOZA,Público,SUPERIOR,ADMINISTRACIÓN Y GESTIÓN,ADMINISTRACIÓN Y FINANZAS (LFP),Semipresencial,1
ALACANT,VILA JOIOSA (LA),IES MARCOS ZARAGOZA,Público,SUPERIOR,ELECTRICIDAD Y ELECTRÓNICA,MANTENIMIENTO ELECTRÓNICO (LFP),Diurno,1
ALACANT,VILA JOIOSA (LA),IES MARCOS ZARAGOZA,Público,SUPERIOR,ELECTRICIDAD Y ELECTRÓNICA,SISTEMAS ELECTROTÉCNICOS Y AUTOMATIZADOS (LFP),Diurno,1
ALACANT,VILA JOIOSA (LA),IES MARCOS ZARAGOZA,Público,SUPERIOR,INFORMÁTICA Y COMUNICACIONES,ADMINISTRACIÓN DE SISTEMAS INFORMÁTICOS EN RED (LFP),Diurno,1
ALACANT,VILA JOIOSA (LA),IES MARCOS ZARAGOZA,Público,SUPERIOR,INFORMÁTICA Y COMUNICACIONES,DESARROLLO DE APLICACIONES MULTIPLATAFORMA (LFP),Diurno,1
ALACANT,VILA JOIOSA (LA),IES MARCOS ZARAGOZA,Público,SUPERIOR,INFORMÁTICA Y COMUNICACIONES,DESARROLLO DE APLICACIONES MULTIPLATAFORMA (LFP),Semipresencial,1
ALACANT,VILA JOIOSA (LA),IES MARINA BAIXA,Público,BÁSICO,INFORMÁTICA Y COMUNICACIONES,INFORMÁTICA DE OFICINA (LFP),Diurno,1
ALACANT,VILLENA,IES ANTONIO NAVARRO SANTAFÉ,Público,BÁSICO,ELECTRICIDAD Y ELECTRÓNICA,INSTALACIONES ELECTROTÉCNICAS Y MECÁNICA (LFP),Diurno,1
ALACANT,VILLENA,IES ANTONIO NAVARRO SANTAFÉ,Público,MEDIO,ADMINISTRACIÓN Y GESTIÓN,GESTIÓN ADMINISTRATIVA (LFP),Diurno,1
ALACANT,VILLENA,IES ANTONIO NAVARRO SANTAFÉ,Público,MEDIO,ELECTRICIDAD Y ELECTRÓNICA,INSTALACIONES ELÉCTRICAS Y AUTOMÁTICAS (LFP),Diurno,1
ALACANT,VILLENA,IES ANTONIO NAVARRO SANTAFÉ,Público,MEDIO,FABRICACIÓN MECÁNICA,MECANIZADO (LFP),Diurno,1
ALACANT,VILLENA,IES ANTONIO NAVARRO SANTAFÉ,Público,SUPERIOR,ADMINISTRACIÓN Y GESTIÓN,ADMINISTRACIÓN Y FINANZAS (LFP),Diurno,1
ALACANT,VILLENA,IES ANTONIO NAVARRO SANTAFÉ,Público,SUPERIOR,ELECTRICIDAD Y ELECTRÓNICA,SISTEMAS ELECTROTÉCNICOS Y AUTOMATIZADOS (LFP),Diurno,1
ALACANT,VILLENA,IES ANTONIO NAVARRO SANTAFÉ,Público,SUPERIOR,ELECTRICIDAD Y ELECTRÓNICA,SISTEMAS ELECTROTÉCNICOS Y AUTOMATIZADOS (LFP),Semipresencial,1
ALACANT,VILLENA,IES ANTONIO NAVARRO SANTAFÉ,Público,SUPERIOR,ENERGÍA Y AGUA,ENERGÍAS RENOVABLES (LFP),Diurno,1
ALACANT,VILLENA,IES ANTONIO NAVARRO SANTAFÉ,Público,SUPERIOR,FABRICACIÓN MECÁNICA,PROGRAMACIÓN DE LA PRODUCCIÓN EN FABRICACIÓN MECÁNICA (LFP),Diurno,1
ALACANT,VILLENA,IES HERMANOS AMORÓS,Público,BÁSICO,AGRARIA,AGRO-JARDINERIA Y COMPOSICIONES FLORALES (LFP),Diurno,1
ALACANT,VILLENA,IES HERMANOS AMORÓS,Público,MEDIO,AGRARIA,PRODUCCIÓN AGROECOLÓGICA (LFP),Diurno,1
ALACANT,VILLENA,IES HERMANOS AMORÓS,Público,MEDIO,INFORMÁTICA Y COMUNICACIONES,SISTEMAS MICROINFORMÁTICOS Y REDES (LFP),Diurno,1
ALACANT,VILLENA,IES HERMANOS AMORÓS,Público,SUPERIOR,AGRARIA,GESTIÓN FORESTAL Y DEL MEDIO NATURAL (LFP),Diurno,1
ALACANT,VILLENA,IES HERMANOS AMORÓS,Público,SUPERIOR,INFORMÁTICA Y COMUNICACIONES,DESARROLLO DE APLICACIONES WEB (LFP),Diurno,1
ALACANT,VILLENA,IES HERMANOS AMORÓS,Público,SUPERIOR,SERVICIOS SOCIOCULTURALES Y A LA COMUNIDAD,EDUCACIÓN INFANTIL (LFP),Diurno,1
ALACANT,VILLENA,IES HERMANOS AMORÓS,Público,SUPERIOR,SERVICIOS SOCIOCULTURALES Y A LA COMUNIDAD,EDUCACIÓN INFANTIL (LFP),Semipresencial,1
ALACANT,VILLENA,IES HERMANOS AMORÓS,Público,SUPERIOR,SERVICIOS SOCIOCULTURALES Y A LA COMUNIDAD,INTEGRACIÓN SOCIAL (LFP),Diurno,1
ALACANT,VILLENA,IES LAS FUENTES,Público,BÁSICO,IMAGEN PERSONAL,PELUQUERÍA Y ESTÉTICA (LFP),Diurno,1
ALACANT,VILLENA,IES LAS FUENTES,Público,MEDIO,COMERCIO Y MARKETING,ACTIVIDADES COMERCIALES (LFP),Diurno,1
ALACANT,VILLENA,IES LAS FUENTES,Público,MEDIO,IMAGEN PERSONAL,ESTÉTICA Y BELLEZA (LFP),Diurno,1
ALACANT,VILLENA,IES LAS FUENTES,Público,MEDIO,IMAGEN PERSONAL,PELUQUERÍA Y COSMÉTICA CAPILAR (LFP),Diurno,1
ALACANT,VILLENA,IES LAS FUENTES,Público,SUPERIOR,COMERCIO Y MARKETING,COMERCIO INTERNACIONAL (LFP),Diurno,1
ALACANT,VILLENA,IES LAS FUENTES,Público,SUPERIOR,COMERCIO Y MARKETING,TRANSPORTE Y LOGÍSTICA (LFP),Diurno,1
ALACANT,VILLENA,IES LAS FUENTES,Público,SUPERIOR,IMAGEN PERSONAL,ESTÉTICA INTEGRAL Y BIENESTAR (LFP),Diurno,1
ALACANT,XÀBIA,IES ANTONI LLIDÓ,Público,BÁSICO,ELECTRICIDAD Y ELECTRÓNICA,ELECTRICIDAD Y ELECTRÓNICA (LFP),Diurno,1
ALACANT,XÀBIA,IES ANTONI LLIDÓ,Público,MEDIO,ELECTRICIDAD Y ELECTRÓNICA,INSTALACIONES DE TELECOMUNICACIONES (LFP),Diurno,1
ALACANT,XÀBIA,IES LA MAR,Público,BÁSICO,ADMINISTRACIÓN Y GESTIÓN,SERVICIOS ADMINISTRATIVOS (LFP),Diurno,1
ALACANT,XÀBIA,IES LA MAR,Público,MEDIO,ADMINISTRACIÓN Y GESTIÓN,GESTIÓN ADMINISTRATIVA (LFP),Diurno,1
ALACANT,XÀBIA,IES LA MAR,Público,MEDIO,ADMINISTRACIÓN Y GESTIÓN,GESTIÓN ADMINISTRATIVA (LFP),Semipresencial,1
ALACANT,XÀBIA,IES LA MAR,Público,MEDIO,INFORMÁTICA Y COMUNICACIONES,SISTEMAS MICROINFORMÁTICOS Y REDES (LFP),Diurno,1
ALACANT,XÀBIA,IES LA MAR,Público,MEDIO,SANIDAD,CUIDADOS AUXILIARES DE ENFERMERÍA,Diurno,2
ALACANT,XÀBIA,IES LA MAR,Público,MEDIO,SANIDAD,EMERGENCIAS SANITARIAS (LFP),Diurno,1
ALACANT,XÀBIA,IES LA MAR,Público,MEDIO,SANIDAD,EMERGENCIAS SANITARIAS (LFP),Semipresencial,1
ALACANT,XÀBIA,IES LA MAR,Público,SUPERIOR,ADMINISTRACIÓN Y GESTIÓN,ADMINISTRACIÓN Y FINANZAS (LFP),Diurno,1
ALACANT,XÀBIA,IES LA MAR,Público,SUPERIOR,INFORMÁTICA Y COMUNICACIONES,ADMINISTRACIÓN DE SISTEMAS INFORMÁTICOS EN RED (LFP),Diurno,1
ALACANT,XÀBIA,IES LA MAR,Público,SUPERIOR,INFORMÁTICA Y COMUNICACIONES,DESARROLLO DE APLICACIONES MULTIPLATAFORMA (LFP),Diurno,1
ALACANT,XÀBIA,IES LA MAR,Público,SUPERIOR,INFORMÁTICA Y COMUNICACIONES,DESARROLLO DE APLICACIONES WEB (LFP),Diurno,1
ALACANT,XÀBIA,IES LA MAR,Público,SUPERIOR,SANIDAD,DIETÉTICA,Diurno,1
ALACANT,XIXONA,IES DE XIXONA,Público,BÁSICO,HOSTELERÍA Y TURISMO,ACTIVIDADES DE PANADERÍA Y PASTELERÍA (LFP),Diurno,1
ALACANT,XIXONA,IES DE XIXONA,Público,MEDIO,INDUSTRIAS ALIMENTARIAS,"PANADERÍA, REPOSTERÍA Y CONFITERÍA (LFP)",Diurno,1
ALACANT,ALACANT,CENTRE PRIVAT FP COTS,Concertado,BÁSICO,INFORMÁTICA Y COMUNICACIONES,INFORMÁTICA DE OFICINA (LFP),Diurno,1
ALACANT,ALACANT,CENTRE PRIVAT FP COTS,Concertado,MEDIO,ADMINISTRACIÓN Y GESTIÓN,GESTIÓN ADMINISTRATIVA (LFP),Diurno,2
ALACANT,ALACANT,CENTRE PRIVAT FP COTS,Concertado,MEDIO,COMERCIO Y MARKETING,ACTIVIDADES COMERCIALES (LFP),Diurno,2
ALACANT,ALACANT,CENTRE PRIVAT FP COTS,Concertado,MEDIO,INFORMÁTICA Y COMUNICACIONES,SISTEMAS MICROINFORMÁTICOS Y REDES (LFP),Diurno,1
ALACANT,ALACANT,CENTRE PRIVAT FP COTS,Concertado,MEDIO,SANIDAD,CUIDADOS AUXILIARES DE ENFERMERÍA,Diurno,2
ALACANT,ALACANT,CENTRE PRIVAT FP CRUZ ROJA ESPAÑOLA,Concertado,MEDIO,SANIDAD,CUIDADOS AUXILIARES DE ENFERMERÍA,Diurno,2
ALACANT,ALACANT,CENTRE PRIVAT FP CRUZ ROJA ESPAÑOLA,Concertado,MEDIO,SANIDAD,EMERGENCIAS SANITARIAS (LFP),Diurno,1
ALACANT,ALACANT,CENTRE PRIVAT FP CRUZ ROJA ESPAÑOLA,Concertado,MEDIO,SANIDAD,FARMACIA Y PARAFARMACIA (LFP),Diurno,2
ALACANT,ALACANT,CENTRE PRIVAT FP CRUZ ROJA ESPAÑOLA,Concertado,SUPERIOR,SANIDAD,LABORATORIO CLÍNICO Y BIOMÉDICO (LFP),Diurno,1
ALACANT,ALACANT,CENTRE PRIVAT SAN JOSÉ,Concertado,BÁSICO,ADMINISTRACIÓN Y GESTIÓN,SERVICIOS ADMINISTRATIVOS (LFP),Diurno,1
ALACANT,ALCOI,CENTRE PRIVAT SALESIANOS JUAN XXIII,Concertado,BÁSICO,COMERCIO Y MARKETING,SERVICIOS COMERCIALES (LFP),Diurno,1
ALACANT,ALCOI,CENTRE PRIVAT SALESIANOS JUAN XXIII,Concertado,BÁSICO,INFORMÁTICA Y COMUNICACIONES,INFORMÁTICA Y COMUNICACIONES (LFP),Diurno,1
ALACANT,ALCOI,CENTRE PRIVAT SALESIANOS JUAN XXIII,Concertado,BÁSICO,TRANSPORTE Y MANTENIMIENTO DE VEHÍCULOS,MANTENIMIENTO DE VEHÍCULOS (LFP),Diurno,1
ALACANT,ALCOI,CENTRE PRIVAT SALESIANOS JUAN XXIII,Concertado,MEDIO,ADMINISTRACIÓN Y GESTIÓN,GESTIÓN ADMINISTRATIVA (LFP),Diurno,1
ALACANT,ALCOI,CENTRE PRIVAT SALESIANOS JUAN XXIII,Concertado,MEDIO,COMERCIO Y MARKETING,ACTIVIDADES COMERCIALES (LFP),Diurno,1
ALACANT,ALCOI,CENTRE PRIVAT SALESIANOS JUAN XXIII,Concertado,MEDIO,ELECTRICIDAD Y ELECTRÓNICA,INSTALACIONES DE TELECOMUNICACIONES (LFP),Diurno,1
ALACANT,ALCOI,CENTRE PRIVAT SALESIANOS JUAN XXIII,Concertado,MEDIO,TRANSPORTE Y MANTENIMIENTO DE VEHÍCULOS,ELECTROMECÁNICA DE VEHÍCULOS AUTOMÓVILES (LFP),Diurno,1
ALACANT,ALCOI,CENTRE PRIVAT SAN VICENTE DE PAÚL,Concertado,MEDIO,SANIDAD,CUIDADOS AUXILIARES DE ENFERMERÍA,Diurno,1
ALACANT,ALCOI,CENTRE PRIVAT SAN VICENTE DE PAÚL,Concertado,MEDIO,SANIDAD,FARMACIA Y PARAFARMACIA (LFP),Diurno,1
ALACANT,ALCOI,CENTRE PRIVAT SANT ROC,Concertado,MEDIO,ADMINISTRACIÓN Y GESTIÓN,GESTIÓN ADMINISTRATIVA (LFP),Diurno,1
ALACANT,ALCOI,CENTRE PRIVAT SANT ROC,Concertado,MEDIO,INFORMÁTICA Y COMUNICACIONES,SISTEMAS MICROINFORMÁTICOS Y REDES (LFP),Diurno,1
ALACANT,ALCOI,CENTRE PRIVAT SANT ROC,Concertado,SUPERIOR,ADMINISTRACIÓN Y GESTIÓN,ADMINISTRACIÓN Y FINANZAS (LFP),Diurno,1
ALACANT,BANYERES DE MARIOLA,CENTRE PRIVAT FUNDACIÓN RIBERA,Concertado,MEDIO,ADMINISTRACIÓN Y GESTIÓN,GESTIÓN ADMINISTRATIVA (LFP),Diurno,1
ALACANT,CREVILLENT,IES CANÓNIGO MACHÓN,Público,SUPERIOR,SANIDAD,HIGIENE BUCODENTAL (LFP),Diurno,1
ALACANT,DÉNIA,CENTRE PRIVAT FP PELUQUERÍA IMPAKTO,Concertado,MEDIO,IMAGEN PERSONAL,PELUQUERÍA Y COSMÉTICA CAPILAR (LFP),Diurno,1
ALACANT,ELX,CENTRE PRIVAT FP ACADEMIA RIPOLLÉS,Concertado,MEDIO,ADMINISTRACIÓN Y GESTIÓN,GESTIÓN ADMINISTRATIVA (LFP),Diurno,2
ALACANT,ELX,CENTRE PRIVAT FP ACADEMIA RIPOLLÉS,Concertado,MEDIO,COMERCIO Y MARKETING,ACTIVIDADES COMERCIALES (LFP),Diurno,2
ALACANT,ELX,CENTRE PRIVAT FP EUROPA,Concertado,MEDIO,ADMINISTRACIÓN Y GESTIÓN,GESTIÓN ADMINISTRATIVA (LFP),Diurno,2
ALACANT,ELX,CENTRE PRIVAT FP EUROPA,Concertado,MEDIO,COMERCIO Y MARKETING,ACTIVIDADES COMERCIALES (LFP),Diurno,1
ALACANT,ELX,CENTRE PRIVAT FP EUROPA,Concertado,MEDIO,SANIDAD,CUIDADOS AUXILIARES DE ENFERMERÍA,Diurno,1
ALACANT,ELX,CENTRE PRIVAT FP EUROPA,Concertado,MEDIO,SANIDAD,FARMACIA Y PARAFARMACIA (LFP),Diurno,1
ALACANT,ELX,CENTRE PRIVAT FP LOPE DE VEGA,Concertado,MEDIO,ADMINISTRACIÓN Y GESTIÓN,GESTIÓN ADMINISTRATIVA (LFP),Diurno,2
ALACANT,ELX,CENTRE PRIVAT FP LOPE DE VEGA,Concertado,MEDIO,COMERCIO Y MARKETING,ACTIVIDADES COMERCIALES (LFP),Diurno,1
ALACANT,ELX,CENTRE PRIVAT FP LOPE DE VEGA,Concertado,MEDIO,SANIDAD,CUIDADOS AUXILIARES DE ENFERMERÍA,Diurno,1
ALACANT,ELX,CENTRE PRIVAT FP LOPE DE VEGA,Concertado,MEDIO,SANIDAD,FARMACIA Y PARAFARMACIA (LFP),Diurno,1
ALACANT,ELX,CENTRE PRIVAT SAN JOSÉ ARTESANO,Concertado,BÁSICO,ELECTRICIDAD Y ELECTRÓNICA,ELECTRICIDAD Y ELECTRÓNICA (LFP),Diurno,1
ALACANT,ELX,CENTRE PRIVAT SAN JOSÉ ARTESANO,Concertado,BÁSICO,FABRICACIÓN MECÁNICA,FABRICACIÓN DE ELEMENTOS METÁLICOS (LFP),Diurno,1
ALACANT,ELX,CENTRE PRIVAT SAN JOSÉ ARTESANO,Concertado,BÁSICO,TRANSPORTE Y MANTENIMIENTO DE VEHÍCULOS,MANTENIMIENTO DE VEHÍCULOS (LFP),Diurno,1
ALACANT,ELX,CENTRE PRIVAT SAN JOSÉ ARTESANO,Concertado,MEDIO,ADMINISTRACIÓN Y GESTIÓN,GESTIÓN ADMINISTRATIVA (LFP),Diurno,1
ALACANT,ELX,CENTRE PRIVAT SAN JOSÉ ARTESANO,Concertado,MEDIO,ELECTRICIDAD Y ELECTRÓNICA,INSTALACIONES ELÉCTRICAS Y AUTOMÁTICAS (LFP),Diurno,1
ALACANT,ELX,CENTRE PRIVAT SAN JOSÉ ARTESANO,Concertado,MEDIO,FABRICACIÓN MECÁNICA,MECANIZADO (LFP),Diurno,1
ALACANT,ELX,CENTRE PRIVAT SAN JOSÉ ARTESANO,Concertado,MEDIO,TRANSPORTE Y MANTENIMIENTO DE VEHÍCULOS,CARROCERÍA (LFP),Diurno,1
ALACANT,ELX,CENTRE PRIVAT SAN JOSÉ ARTESANO,Concertado,MEDIO,TRANSPORTE Y MANTENIMIENTO DE VEHÍCULOS,ELECTROMECÁNICA DE VEHÍCULOS AUTOMÓVILES (LFP),Diurno,1
ALACANT,ELX,CENTRE PRIVAT SAN JOSÉ ARTESANO,Concertado,SUPERIOR,FABRICACIÓN MECÁNICA,DISEÑO EN FABRICACIÓN MECÁNICA (LFP),Diurno,1
ALACANT,ELX,CENTRE PRIVAT SAN JOSÉ DE CALASANZ,Concertado,BÁSICO,ADMINISTRACIÓN Y GESTIÓN,SERVICIOS ADMINISTRATIVOS (LFP),Diurno,1
ALACANT,ELX,CENTRE PRIVAT SAN JOSÉ DE CALASANZ,Concertado,BÁSICO,COMERCIO Y MARKETING,SERVICIOS COMERCIALES (LFP),Diurno,1
ALACANT,ELX,CENTRE PRIVAT SAN JOSÉ DE CALASANZ,Concertado,MEDIO,ADMINISTRACIÓN Y GESTIÓN,GESTIÓN ADMINISTRATIVA (LFP),Diurno,2
ALACANT,ELX,CENTRE PRIVAT SAN JOSÉ DE CALASANZ,Concertado,MEDIO,COMERCIO Y MARKETING,ACTIVIDADES COMERCIALES (LFP),Diurno,1
ALACANT,ELX,CENTRE PRIVAT SAN JOSÉ DE CALASANZ,Concertado,MEDIO,SANIDAD,CUIDADOS AUXILIARES DE ENFERMERÍA,Diurno,2
ALACANT,ELX,CENTRE PRIVAT SAN JOSÉ DE CALASANZ,Concertado,SUPERIOR,SERVICIOS SOCIOCULTURALES Y A LA COMUNIDAD,EDUCACIÓN INFANTIL (LFP),Diurno,1
ALACANT,JACARILLA,CENTRO PRIVADO ESCUELA FAMILIAR AGRARIA EL CAMPICO,Concertado,BÁSICO,AGRARIA,AGRO-JARDINERIA Y COMPOSICIONES FLORALES (LFP),Diurno,1
ALACANT,JACARILLA,CENTRO PRIVADO ESCUELA FAMILIAR AGRARIA EL CAMPICO,Concertado,MEDIO,AGRARIA,JARDINERÍA Y FLORISTERÍA (LFP),Diurno,1
ALACANT,JACARILLA,CENTRO PRIVADO ESCUELA FAMILIAR AGRARIA EL CAMPICO,Concertado,MEDIO,INFORMÁTICA Y COMUNICACIONES,SISTEMAS MICROINFORMÁTICOS Y REDES (LFP),Diurno,1
ALACANT,JACARILLA,CENTRO PRIVADO ESCUELA FAMILIAR AGRARIA EL CAMPICO,Concertado,SUPERIOR,INFORMÁTICA Y COMUNICACIONES,DESARROLLO DE APLICACIONES MULTIPLATAFORMA (LFP),Diurno,1
ALACANT,MONÒVER,IES ENRIC VALOR,Público,BÁSICO,AGRARIA,AGRO-JARDINERIA Y COMPOSICIONES FLORALES (LFP),Diurno,1
ALACANT,ORIHUELA,CENTRO PRIVADO JESÚS MARÍA,Concertado,MEDIO,SANIDAD,CUIDADOS AUXILIARES DE ENFERMERÍA,Diurno,1
ALACANT,ORIHUELA,CENTRO PRIVADO JESÚS MARÍA,Concertado,MEDIO,SANIDAD,FARMACIA Y PARAFARMACIA (LFP),Diurno,1
ALACANT,ORIHUELA,CENTRO PRIVADO SAN JOSÉ OBRERO,Concertado,BÁSICO,FABRICACIÓN MECÁNICA,FABRICACIÓN Y MONTAJE (LFP),Diurno,1
ALACANT,ORIHUELA,CENTRO PRIVADO SAN JOSÉ OBRERO,Concertado,BÁSICO,TRANSPORTE Y MANTENIMIENTO DE VEHÍCULOS,MANTENIMIENTO DE VEHÍCULOS (LFP),Diurno,1
ALACANT,ORIHUELA,CENTRO PRIVADO SAN JOSÉ OBRERO,Concertado,MEDIO,IMAGEN PERSONAL,PELUQUERÍA Y COSMÉTICA CAPILAR (LFP),Diurno,1
ALACANT,ORIHUELA,CENTRO PRIVADO SAN JOSÉ OBRERO,Concertado,MEDIO,"MADERA, MUEBLE Y CORCHO",INSTALACIÓN Y AMUEBLAMIENTO (LFP),Diurno,1
ALACANT,ORIHUELA,CENTRO PRIVADO SAN JOSÉ OBRERO,Concertado,MEDIO,TRANSPORTE Y MANTENIMIENTO DE VEHÍCULOS,ELECTROMECÁNICA DE VEHÍCULOS AUTOMÓVILES (LFP),Diurno,1
ALACANT,SANT VICENT DEL RASPEIG,CENTRE PRIVAT SANTA FAZ,Concertado,MEDIO,ADMINISTRACIÓN Y GESTIÓN,GESTIÓN ADMINISTRATIVA (LFP),Diurno,2
ALACANT,SANT VICENT DEL RASPEIG,CENTRE PRIVAT SANTA FAZ,Concertado,MEDIO,IMAGEN PERSONAL,ESTÉTICA Y BELLEZA (LFP),Diurno,2
ALACANT,SANT VICENT DEL RASPEIG,CENTRE PRIVAT SANTA FAZ,Concertado,MEDIO,SANIDAD,CUIDADOS AUXILIARES DE ENFERMERÍA,Diurno,1
CASTELLÓ,ALCALÀ DE XIVERT,IES SERRA D'IRTA,Público,BÁSICO,ADMINISTRACIÓN Y GESTIÓN,SERVICIOS ADMINISTRATIVOS (LFP),Diurno,1
CASTELLÓ,ALCALÀ DE XIVERT,IES SERRA D'IRTA,Público,BÁSICO,INFORMÁTICA Y COMUNICACIONES,INFORMÁTICA Y COMUNICACIONES (LFP),Diurno,1
CASTELLÓ,ALCALÀ DE XIVERT,IES SERRA D'IRTA,Público,MEDIO,ADMINISTRACIÓN Y GESTIÓN,GESTIÓN ADMINISTRATIVA (LFP),Diurno,1
CASTELLÓ,ALCALÀ DE XIVERT,IES SERRA D'IRTA,Público,SUPERIOR,ADMINISTRACIÓN Y GESTIÓN,ADMINISTRACIÓN Y FINANZAS (LFP),Diurno,1
CASTELLÓ,ALCALÀ DE XIVERT,IES SERRA D'IRTA,Público,SUPERIOR,COMERCIO Y MARKETING,COMERCIO INTERNACIONAL (LFP),Diurno,1
CASTELLÓ,ALCORA (L'),IES L'ALCALATÉN,Público,BÁSICO,IMAGEN PERSONAL,PELUQUERÍA Y ESTÉTICA (LFP),Diurno,1
CASTELLÓ,ALCORA (L'),IES XIMÉN D'URREA,Público,BÁSICO,INFORMÁTICA Y COMUNICACIONES,INFORMÁTICA DE OFICINA (LFP),Diurno,1
CASTELLÓ,ALCORA (L'),IES XIMÉN D'URREA,Público,MEDIO,ADMINISTRACIÓN Y GESTIÓN,GESTIÓN ADMINISTRATIVA (LFP),Diurno,1
CASTELLÓ,ALCORA (L'),IES XIMÉN D'URREA,Público,MEDIO,INFORMÁTICA Y COMUNICACIONES,SISTEMAS MICROINFORMÁTICOS Y REDES (LFP),Diurno,1
CASTELLÓ,ALCORA (L'),IES XIMÉN D'URREA,Público,MEDIO,INSTALACIÓN Y MANTENIMIENTO,MANTENIMIENTO ELECTROMECÁNICO (LFP),Diurno,1
CASTELLÓ,ALCORA (L'),IES XIMÉN D'URREA,Público,SUPERIOR,ADMINISTRACIÓN Y GESTIÓN,ADMINISTRACIÓN Y FINANZAS (LFP),Diurno,1
CASTELLÓ,ALMASSORA,IES ÁLVARO FALOMIR,Público,BÁSICO,INFORMÁTICA Y COMUNICACIONES,INFORMÁTICA Y COMUNICACIONES (LFP),Diurno,1
CASTELLÓ,ALMASSORA,IES ÁLVARO FALOMIR,Público,MEDIO,INFORMÁTICA Y COMUNICACIONES,SISTEMAS MICROINFORMÁTICOS Y REDES (LFP),Diurno,1
CASTELLÓ,ALMASSORA,IES ÁLVARO FALOMIR,Público,SUPERIOR,INFORMÁTICA Y COMUNICACIONES,DESARROLLO DE APLICACIONES MULTIPLATAFORMA (LFP),Diurno,1
CASTELLÓ,ALMASSORA,IES ÁLVARO FALOMIR,Público,SUPERIOR,INFORMÁTICA Y COMUNICACIONES,DESARROLLO DE APLICACIONES MULTIPLATAFORMA (LFP),Semipresencial,1
CASTELLÓ,ALMASSORA,IES ÁLVARO FALOMIR,Público,SUPERIOR,INFORMÁTICA Y COMUNICACIONES,DESARROLLO DE APLICACIONES WEB (LFP),Diurno,1
CASTELLÓ,ALMASSORA,IES ÁLVARO FALOMIR,Público,SUPERIOR,INFORMÁTICA Y COMUNICACIONES,DESARROLLO DE APLICACIONES WEB (LFP),Semipresencial,1
CASTELLÓ,ALMASSORA,IES VILA-ROJA,Público,BÁSICO,COMERCIO Y MARKETING,SERVICIOS COMERCIALES (LFP),Diurno,1
CASTELLÓ,ALMASSORA,IES VILA-ROJA,Público,MEDIO,COMERCIO Y MARKETING,ACTIVIDADES COMERCIALES (LFP),Diurno,1
CASTELLÓ,ALMASSORA,IES VILA-ROJA,Público,MEDIO,IMAGEN Y SONIDO,VIDEO DISK-JOCKEY Y SONIDO (LFP),Diurno,1
CASTELLÓ,ALMASSORA,IES VILA-ROJA,Público,SUPERIOR,IMAGEN Y SONIDO,"ILUMINACIÓN, CAPTACIÓN Y TRATAMIENTO DE IMAGEN (LFP)",Diurno,1
CASTELLÓ,ALMASSORA,IES VILA-ROJA,Público,SUPERIOR,IMAGEN Y SONIDO,REALIZACIÓN DE PROYECTOS DE AUDIOVISUALES Y ESPECTÁCULOS (LFP),Diurno,1
